# curie_map:
#   AAO: http://purl.obolibrary.org/obo/AAO_
#   AEO: http://purl.obolibrary.org/obo/AEO_
#   BAMS: http://w3id.org/sssom/unknown_prefix/bams/
#   BIRNLEX: http://w3id.org/sssom/unknown_prefix/birnlex/
#   BM: http://w3id.org/sssom/unknown_prefix/bm/
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   CALOHA: http://w3id.org/sssom/unknown_prefix/caloha/
#   CARO: http://purl.obolibrary.org/obo/CARO_
#   CL: http://purl.obolibrary.org/obo/CL_
#   DHBA: https://biopragmatics.github.io/providers/dhba/
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#   EHDAA2: http://purl.obolibrary.org/obo/EHDAA2_
#   EMAPA: http://purl.obolibrary.org/obo/EMAPA_
#   ENVO: http://purl.obolibrary.org/obo/ENVO_
#   EV: http://purl.obolibrary.org/obo/EV_
#   FAO: http://purl.obolibrary.org/obo/FAO_
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   FMA: http://purl.obolibrary.org/obo/FMA_
#   GAID: http://w3id.org/sssom/unknown_prefix/gaid/
#   GC_ID: http://w3id.org/sssom/unknown_prefix/gc_id/
#   GO: http://purl.obolibrary.org/obo/GO_
#   GOC: http://w3id.org/sssom/unknown_prefix/goc/
#   HAO: http://purl.obolibrary.org/obo/HAO_
#   HBA: https://biopragmatics.github.io/providers/hba/
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   ILX: http://w3id.org/sssom/unknown_prefix/ilx/
#   MA: http://purl.obolibrary.org/obo/MA_
#   MAT: http://purl.obolibrary.org/obo/MAT_
#   MBA: https://biopragmatics.github.io/providers/mba/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MIAA: http://w3id.org/sssom/unknown_prefix/miaa/
#   MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#   NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   OGES: http://w3id.org/sssom/unknown_prefix/oges/
#   PBA: https://biopragmatics.github.io/providers/pba/
#   PMID: http://rdf.ncbi.nlm.nih.gov/pubchem/reference/
#   PR: http://purl.obolibrary.org/obo/PR_
#   RETIRED_EHDAA2: http://w3id.org/sssom/unknown_prefix/retired_ehdaa2/
#   RO: http://purl.obolibrary.org/obo/RO_
#   Reactome: http://w3id.org/sssom/unknown_prefix/reactome/
#   SCTID: http://snomed.info/id/
#   SPD: http://purl.obolibrary.org/obo/SPD_
#   TAO: http://purl.obolibrary.org/obo/TAO_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   VHOG: http://purl.obolibrary.org/obo/VHOG_
#   WBbt: http://purl.obolibrary.org/obo/WBbt_
#   WBls: http://purl.obolibrary.org/obo/WBls_
#   Wikipedia: http://w3id.org/sssom/unknown_prefix/wikipedia/
#   XAO: http://purl.obolibrary.org/obo/XAO_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   ZFS: http://purl.obolibrary.org/obo/ZFS_
#   galen: http://www.co-ode.org/ontologies/galen#
#   http: http://w3id.org/sssom/unknown_prefix/http/
#   https: http://w3id.org/sssom/unknown_prefix/https/
#   neuronames: http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: temp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_cardinality	comment
UBERON:0001064	ventral pancreatic duct	oio:hasDbXref	Wikipedia:Pancreatic_duct		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0001066	intervertebral disk	oio:hasDbXref	EFO:0001370	obsolete_intervertebral disc	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001068	skin of back	oio:hasDbXref	FMA:10462	Skin of back	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001068	skin of back	oio:hasDbXref	FMA:22985	Segment of skin of back	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001070	external carotid artery	oio:hasDbXref	AAO:0010218		semapv:UnspecifiedMatching	UBERON	AAO	n:1	cardinality is n:1
UBERON:0001070	external carotid artery	oio:hasDbXref	AAO:0010416		semapv:UnspecifiedMatching	UBERON	AAO	n:1	cardinality is n:1
UBERON:0001070	external carotid artery	oio:hasDbXref	EFO:0001953	obsolete_external carotid artery	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001074	pericardial cavity	oio:hasDbXref	EMAPA:16131	pericardial component	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001074	pericardial cavity	oio:hasDbXref	EMAPA:16132	pericardial cavity	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001075	bony vertebral centrum	oio:hasDbXref	SCTID:361745008		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001075	bony vertebral centrum	oio:hasDbXref	SCTID:362867001		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001076	neural spine	oio:hasDbXref	NCIT:C116112	Spinous Process	semapv:UnspecifiedMatching	UBERON	NCIT	1:n	cardinality is 1:n
UBERON:0001083	myocardium of ventricle	oio:hasDbXref	EFO:0003088	obsolete_ventricular myocardium	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001084	skin of head	oio:hasDbXref	FMA:12166	Skin of head	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001084	skin of head	oio:hasDbXref	FMA:24756	Segment of skin of head	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001085	skin of trunk	oio:hasDbXref	FMA:12167	Skin of trunk	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001085	skin of trunk	oio:hasDbXref	FMA:23093	Segment of skin of trunk	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001088	urine	oio:hasDbXref	EFO:0001939	obsolete_urine	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001091	calcareous tooth	oio:hasDbXref	EFO:0000839	obsolete_tooth	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001095	caudal vertebra	oio:hasDbXref	MA:0000310	caudal vertebra	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001095	caudal vertebra	oio:hasDbXref	MA:0001420	coccygeal vertebra	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001103	diaphragm	oio:hasDbXref	EFO:0000937	obsolete_diaphragm	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001130	vertebral column	oio:hasDbXref	AAO:0000699		semapv:UnspecifiedMatching	UBERON	AAO	n:1	cardinality is n:1
UBERON:0001130	vertebral column	oio:hasDbXref	AAO:0000734		semapv:UnspecifiedMatching	UBERON	AAO	n:1	cardinality is n:1
UBERON:0001130	vertebral column	oio:hasDbXref	NCIT:C12998	Vertebral Column	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0001130	vertebral column	oio:hasDbXref	NCIT:C33588	Spinal Cord Column	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0001130	vertebral column	oio:hasDbXref	UMLS:C0037949		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0001130	vertebral column	oio:hasDbXref	UMLS:C1519455		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0001133	cardiac muscle tissue	oio:hasDbXref	CALOHA:TS-0440		semapv:UnspecifiedMatching	UBERON	CALOHA	1:n	cardinality is 1:n
UBERON:0001133	cardiac muscle tissue	oio:hasDbXref	EMAPA:32688	cardiac muscle tissue	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0001133	cardiac muscle tissue	oio:hasDbXref	galen:CardiacMuscle		semapv:UnspecifiedMatching	UBERON	galen	n:1	cardinality is n:1
UBERON:0001133	cardiac muscle tissue	oio:hasDbXref	galen:CardiacMuscleTissue		semapv:UnspecifiedMatching	UBERON	galen	n:1	cardinality is n:1
UBERON:0001135	smooth muscle tissue	oio:hasDbXref	galen:SmoothMuscle		semapv:UnspecifiedMatching	UBERON	galen	n:1	cardinality is n:1
UBERON:0001135	smooth muscle tissue	oio:hasDbXref	galen:SmoothMuscleTissue		semapv:UnspecifiedMatching	UBERON	galen	n:1	cardinality is n:1
UBERON:0001136	mesothelium	oio:hasDbXref	EHDAA:2331		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001136	mesothelium	oio:hasDbXref	EHDAA:2349		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001136	mesothelium	oio:hasDbXref	EHDAA:295		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001136	mesothelium	oio:hasDbXref	EHDAA:6073		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001136	mesothelium	oio:hasDbXref	EHDAA:640		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001136	mesothelium	oio:hasDbXref	EHDAA:646		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001137	dorsum	oio:hasDbXref	EFO:0001405	obsolete_back	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001144	testicular vein	oio:hasDbXref	MA:0002218	spermatic vein	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001144	testicular vein	oio:hasDbXref	MA:0002234	testicular vein	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001146	suprarenal vein	oio:hasDbXref	MA:0002081	adrenal vein	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001146	suprarenal vein	oio:hasDbXref	MA:0002229	suprarenal vein	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001153	caecum	oio:hasDbXref	EFO:0000850	obsolete_caecum	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001154	vermiform appendix	oio:hasDbXref	EFO:0000849	obsolete_appendix	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001154	vermiform appendix	oio:hasDbXref	EV:0100076		semapv:UnspecifiedMatching	UBERON	EV	n:1	cardinality is n:1
UBERON:0001154	vermiform appendix	oio:hasDbXref	EV:0100080		semapv:UnspecifiedMatching	UBERON	EV	n:1	cardinality is n:1
UBERON:0001155	colon	oio:hasDbXref	EFO:0000361	obsolete_colon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001156	ascending colon	oio:hasDbXref	EFO:0000843	obsolete_ascending colon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001157	transverse colon	oio:hasDbXref	EFO:0000844	obsolete_transverse colon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001158	descending colon	oio:hasDbXref	EFO:0000845	obsolete_descending colon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001159	sigmoid colon	oio:hasDbXref	EFO:0000846	obsolete_sigmoid colon	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001159	sigmoid colon	oio:hasDbXref	NCIT:C12384	Sigmoid Colon	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0001159	sigmoid colon	oio:hasDbXref	NCIT:C33550	Sigmoid Flexure	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0001159	sigmoid colon	oio:hasDbXref	UMLS:C0227391		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0001159	sigmoid colon	oio:hasDbXref	UMLS:C0682612		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0001160	fundus of stomach	oio:hasDbXref	EFO:0002554	obsolete_gastric fundus	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001165	pyloric antrum	oio:hasDbXref	EFO:0002555	obsolete_pyloric antrum	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001182	superior mesenteric artery	oio:hasDbXref	EHDAA:3358		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001182	superior mesenteric artery	oio:hasDbXref	EHDAA:5313		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001184	renal artery	oio:hasDbXref	EFO:0002552	obsolete_renal artery	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001184	renal artery	oio:hasDbXref	EHDAA:5321		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001184	renal artery	oio:hasDbXref	EHDAA:8594		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001194	splenic artery	oio:hasDbXref	MA:0001991	lienal artery	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001194	splenic artery	oio:hasDbXref	MA:0003177	splenic artery	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001197	ileocolic artery	oio:hasDbXref	EMAPA:37083		semapv:UnspecifiedMatching	UBERON	EMAPA	1:1	object is obsolete
UBERON:0001211	Peyer's patch	oio:hasDbXref	EFO:0001381	obsolete_Peyer's patch	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001228	renal papilla	oio:hasDbXref	MESH:D007679	Kidney Medulla	semapv:UnspecifiedMatching	UBERON	MESH	1:n	cardinality is 1:n
UBERON:0001229	renal corpuscle	oio:hasDbXref	EMAPA:28236	mature renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001229	renal corpuscle	oio:hasDbXref	EMAPA:35726	renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001230	glomerular capsule	oio:hasDbXref	EMAPA:27973	Bowman's capsule of maturing renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001230	glomerular capsule	oio:hasDbXref	EMAPA:28257	Bowman's capsule of mature renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001230	glomerular capsule	oio:hasDbXref	TAO:0005254		semapv:UnspecifiedMatching	UBERON	TAO	n:1	cardinality is n:1
UBERON:0001230	glomerular capsule	oio:hasDbXref	TAO:0005310		semapv:UnspecifiedMatching	UBERON	TAO	n:1	cardinality is n:1
UBERON:0001230	glomerular capsule	oio:hasDbXref	ZFA:0005254	renal glomerular capsule	semapv:UnspecifiedMatching	UBERON	ZFA	n:1	cardinality is n:1
UBERON:0001230	glomerular capsule	oio:hasDbXref	ZFA:0005310	pronephric glomerular capsule	semapv:UnspecifiedMatching	UBERON	ZFA	n:1	cardinality is n:1
UBERON:0001231	nephron tubule	oio:hasDbXref	EFO:0003666	obsolete_renal tubule	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001235	adrenal cortex	oio:hasDbXref	EFO:0000237	obsolete_adrenal cortex	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001236	adrenal medulla	oio:hasDbXref	EFO:0000852	obsolete_adrenal medulla	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001252	adventitia of ureter	oio:hasDbXref	SCTID:392273001		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001252	adventitia of ureter	oio:hasDbXref	SCTID:47879001		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001255	urinary bladder	oio:hasDbXref	EFO:0000290	obsolete_bladder	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001259	mucosa of urinary bladder	oio:hasDbXref	EFO:0000293	obsolete_bladder mucosa	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001262	wall of intestine	oio:hasDbXref	MA:0001525	bowel wall	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001262	wall of intestine	oio:hasDbXref	MA:0002693	intestine wall	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001264	pancreas	oio:hasDbXref	EFO:0000855	obsolete_pancreas	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001273	ilium	oio:hasDbXref	EFO:0003049	obsolete_ilium	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001282	intralobular bile duct	oio:hasDbXref	SCTID:227002		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001282	intralobular bile duct	oio:hasDbXref	SCTID:269922006		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001285	nephron	oio:hasDbXref	EMAPA:28491	mature nephron	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001285	nephron	oio:hasDbXref	EMAPA:35592	nephron	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001286	Bowman's space	oio:hasDbXref	EMAPA:27985	urinary space of maturing renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001286	Bowman's space	oio:hasDbXref	EMAPA:28263	urinary space of mature renal corpuscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001286	Bowman's space	oio:hasDbXref	TAO:0005283		semapv:UnspecifiedMatching	UBERON	TAO	n:1	cardinality is n:1
UBERON:0001286	Bowman's space	oio:hasDbXref	TAO:0005312		semapv:UnspecifiedMatching	UBERON	TAO	n:1	cardinality is n:1
UBERON:0001286	Bowman's space	oio:hasDbXref	ZFA:0005283	renal capsular space	semapv:UnspecifiedMatching	UBERON	ZFA	n:1	cardinality is n:1
UBERON:0001286	Bowman's space	oio:hasDbXref	ZFA:0005312	pronephric capsular space	semapv:UnspecifiedMatching	UBERON	ZFA	n:1	cardinality is n:1
UBERON:0001290	proximal straight tubule	oio:hasDbXref	EMAPA:29661	proximal straight tubule, cortical portion	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001290	proximal straight tubule	oio:hasDbXref	EMAPA:29669	proximal straight tubule of outer stripe of outer medulla	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001291	thick ascending limb of loop of Henle	oio:hasDbXref	EMAPA:28396	distal straight tubule of renal cortex	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001291	thick ascending limb of loop of Henle	oio:hasDbXref	EMAPA:29671	distal straight tubule of outer stripe of outer medulla	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0001291	thick ascending limb of loop of Henle	oio:hasDbXref	EMAPA:35512	loop of Henle distal straight tubule	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001292	distal convoluted tubule	oio:hasDbXref	EMAPA:28393	distal convoluted tubule	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0001295	endometrium	oio:hasDbXref	EFO:0000980	obsolete_endometrium	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001296	myometrium	oio:hasDbXref	EFO:0001970	obsolete_myometrium	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001301	epididymis	oio:hasDbXref	EFO:0000982	obsolete_epididymus	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001310	umbilical artery	oio:hasDbXref	EHDAA:1026		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001310	umbilical artery	oio:hasDbXref	EHDAA:410		semapv:UnspecifiedMatching	UBERON	EHDAA	n:1	cardinality is n:1
UBERON:0001310	umbilical artery	oio:hasDbXref	EMAPA:16331	umbilical artery embryonic part	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001310	umbilical artery	oio:hasDbXref	EMAPA:16372	umbilical artery extraembryonic part	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001312	superior vesical artery	oio:hasDbXref	EMAPA:37123		semapv:UnspecifiedMatching	UBERON	EMAPA	1:1	object is obsolete
UBERON:0001317	internal iliac vein	oio:hasDbXref	MA:0002139	hypogastric vein	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001317	internal iliac vein	oio:hasDbXref	MA:0002145	internal iliac vein	semapv:UnspecifiedMatching	UBERON	MA	n:1	cardinality is n:1
UBERON:0001322	sciatic nerve	oio:hasDbXref	EFO:0001417	obsolete_sciatic nerve	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001322	sciatic nerve	oio:hasDbXref	EMAPA:18577	sciatic nerve	semapv:UnspecifiedMatching	UBERON	EMAPA	1:n	cardinality is 1:n
UBERON:0001325	muscle of pelvis	oio:hasDbXref	EMAPA:18184	pelvic girdle musculature	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0001325	muscle of pelvis	oio:hasDbXref	EMAPA:37481	pelvis muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001332	prepuce of penis	oio:hasDbXref	EFO:0001664	obsolete_foreskin	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001332	prepuce of penis	oio:hasDbXref	EV:0100109		semapv:UnspecifiedMatching	UBERON	EV	1:n	cardinality is 1:n
UBERON:0001343	seminiferous tubule of testis	oio:hasDbXref	EMAPA:18685	seminiferous cord	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001343	seminiferous tubule of testis	oio:hasDbXref	EMAPA:31476	seminiferous tubule	semapv:UnspecifiedMatching	UBERON	EMAPA	n:1	cardinality is n:1
UBERON:0001343	seminiferous tubule of testis	oio:hasDbXref	NCIT:C13047	Seminiferous Tubule	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0001343	seminiferous tubule of testis	oio:hasDbXref	NCIT:C34293	Seminiferous Cord	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
UBERON:0001343	seminiferous tubule of testis	oio:hasDbXref	UMLS:C0036630		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0001343	seminiferous tubule of testis	oio:hasDbXref	UMLS:C1519236		semapv:UnspecifiedMatching	UBERON	UMLS	n:1	cardinality is n:1
UBERON:0001347	white adipose tissue	oio:hasDbXref	EFO:0000813	obsolete_white fat	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001353	anal region	oio:hasDbXref	EFO:0000847	obsolete_anal region	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001359	cerebrospinal fluid	oio:hasDbXref	EFO:0000329	obsolete_cerebrospinal fluid	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001363	great saphenous vein	oio:hasDbXref	galen:GreatSaphenousVein		semapv:UnspecifiedMatching	UBERON	galen	n:1	cardinality is n:1
UBERON:0001363	great saphenous vein	oio:hasDbXref	galen:GreaterSaphenousVein		semapv:UnspecifiedMatching	UBERON	galen	n:1	cardinality is n:1
UBERON:0001383	muscle of leg	oio:hasDbXref	EMAPA:19144	upper leg muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0001383	muscle of leg	oio:hasDbXref	EMAPA:19318	lower leg muscle	semapv:UnspecifiedMatching	UBERON	EMAPA	n:n	cardinality is n:n
UBERON:0001384	primary motor cortex	oio:hasDbXref	BAMS:M1		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0001384	primary motor cortex	oio:hasDbXref	BAMS:MO		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0001384	primary motor cortex	oio:hasDbXref	BAMS:MOp		semapv:UnspecifiedMatching	UBERON	BAMS	n:1	cardinality is n:1
UBERON:0001384	primary motor cortex	oio:hasDbXref	EFO:0002472	obsolete_somatomotor cortex	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001416	skin of abdomen	oio:hasDbXref	EFO:0000214	obsolete_abdominal skin	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001416	skin of abdomen	oio:hasDbXref	FMA:22988	Skin of abdomen	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001416	skin of abdomen	oio:hasDbXref	FMA:23000	Zone of skin of abdomen	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001417	skin of neck	oio:hasDbXref	FMA:23021	Skin of neck	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001417	skin of neck	oio:hasDbXref	FMA:23022	Segment of skin of neck	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001418	skin of thorax	oio:hasDbXref	FMA:23028	Skin of thorax	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001418	skin of thorax	oio:hasDbXref	FMA:23029	Segment of skin of thorax	semapv:UnspecifiedMatching	UBERON	FMA	n:1	cardinality is n:1
UBERON:0001434	skeletal system	oio:hasDbXref	EFO:0000806	obsolete_skeletal system	semapv:UnspecifiedMatching	UBERON	EFO	1:1	object is obsolete
UBERON:0001435	carpal bone	oio:hasDbXref	Wikipedia:Carpus		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0001436	phalanx of manus	oio:hasDbXref	SCTID:181976001		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001436	phalanx of manus	oio:hasDbXref	SCTID:361100001		semapv:UnspecifiedMatching	UBERON	SCTID	n:1	cardinality is n:1
UBERON:0001436	phalanx of manus	oio:hasDbXref	Wikipedia:Phalanges_of_the_hand		semapv:UnspecifiedMatching	UBERON	Wikipedia	1:n	cardinality is 1:n
UBERON:0001437	epiphysis	oio:hasDbXref	NCIT:C32529	Epiphysis of the Bone	semapv:UnspecifiedMatching	UBERON	NCIT	n:1	cardinality is n:1
